,Unnamed: 0,Clean_Headlines
148,148," '1,000 Jewish survivors from 8 Eur countries to sail from Marseilles, France, for Palestine', 'web_url'"
149,149," 'Benefit theatre performance plans', 'web_url'"
150,150," 'Rept on funds raised for overseas group', 'web_url'"
151,151," '', 'web_url'"
152,152," 'Jewish State in Palestine organization sponsors meeting, NYC', 'web_url'"
153,153," 'US shirt indus members plan benefit dinner to raise fund for the establishment of Palestine shirt factory', 'web_url'"
154,154," '', 'web_url'"
155,155," '15 Jr members to leave for Palestine to work on collective farm', 'web_url'"
156,156," '24 Jews, arrested by Brit troops Feb 28, sentenced for illegal possession of arms, Safad', 'web_url'"
157,157," 'Creamer, D; Palestine"
158,158," 'Cables $12,000 fund to Palestine for health services', 'web_url'"
159,159," 'Illus at London conf on Palestine', 'web_url'"
160,160," '17 persons detained', 'web_url'"
161,161," 'Jerusalem sessions ends', 'web_url'"
162,162," '', 'web_url'"
163,163," 'UNITED NATIONS, N.Y., Sept. 28--Following are the texts of reports to the Security Council by Secretary General Dag Hammarskjold and Maj. Gen. E.L.M. Burns, Chief of the United Nations Truce Supervision Organization, on the status of the truce between Israel and her neighbors"
164,164," 'group expected to reach Palestine by Mar', 'web_url'"
165,165," 'correction on Palestine stand', 'web_url'"
166,166," 'In “A Day in the Life of Abed Salama,” Nathan Thrall untangles the political and personal story of a bus crash on the outskirts of Jerusalem.', 'web_url'"
167,167," 'UN Comm completes rept', 'web_url'"
168,168," 'luncheon opens drive', 'web_url'"
169,169," 'US private banks renewed activity in meeting Eur nations capital needs discussed', 'web_url'"
170,170," 'more than $1 million reptd raised for aid to children', 'web_url'"
171,171," 'plans radio s on Palestine', 'web_url'"
172,172," ""Women's League for Palestine"", 'web_url'"
173,173," '', 'web_url'"
174,174," ""Pakistan proposes UN comm be enlarged to 7 members, given task of implementing Assembly's '48 and '50 resolutions; Canada amends Western proposal to permit closing of Jerusalem office at its own discretion"", 'web_url'"
175,175," '', 'web_url'"
176,176," 'Hebrew newspaper says book entitled, The English Are They Human?, is on display in bookshop, Jerusalem', 'web_url'"
177,177," ""TEL AVIV. FOLLOWING the Palestine Orchestra's first performance, earlier in the season, of Ben-Chaim Frankenburger's symphony, the orchestra played for the first time another work of a Palestinian composer in the course of its Spring season.  "", 'web_url'"
178,178," ""Brit Cabinet reptd to have accepted partition in principle; seeks basis for program; officials conf with Jewish Agency leaders; Bevin to reply to Arab League proposals made in Fall of '46 when conf resumes; Moslem Brotherhood Assn says entire Moslem and Arab world will fight Jewish state plan"", 'web_url'"
179,179," 'History of rivalry for Palestine, dating from Biblical days', 'web_url'"
180,180," 'ed', 'web_url'"
181,181," 'Sends sum to aid Eur refugees in Palestine', 'web_url'"
182,182," 'I Rosoff talked with com members on Palestine situation', 'web_url'"
183,183," '', 'web_url'"
184,184," 'Found not guilty of charge of abandoning jeep', 'web_url'"
185,185," 'Attlee bars Palestine immigration policy change', 'web_url'"
186,186," ""Sen J K Javits on Oct 15 denounces UN Assembly decision to give Palestine Liberation Orgn role at its meetings and accuses Dem opponent for US Sen Ramsey Clark of having espoused creation of West Bank Palestine state, candidate's night at Temple Beth-Am, Merrick, NY; Clark receives warm reception when he appears and standing ovation after speaking; Javits gets warm welcome but no ovation; Clark denies espousing creation of West Bank state; earlier in day, Javits announced that he had been endorsed for re-election by 9 law enforcement and fire-fighting orgns and Grand Council of Hispanic Societies in Public Service, news conf at campaign hq; he was also endorsed by San Juan, PR, Mayor Carlos Romero Barcelo; 2 illus at hq; Clark says that he has raised over $225,000 from 7,785 donors since primary victory in Sept, with no contribution exceeding $100; praised by succession of mins at luncheon at LaGuardia Airport, including Repr Andrew Young; illus there with Harry Belafonte and Rev Wyatt Tee Walker (L)"", 'web_url'"
187,187," 'Palestine censorship to end by Sept 30', 'web_url'"
188,188," 'Jewish Agency for Palestine initiates land settlement plan under aid bill', 'web_url'"
189,189," 'In the complex problem of Palestine one important factor is the Jewish Agency, an international body elected by the World Zionist Organization. The Government of Palestine cextera in the British High Commissioner, Lieut. Gen. ...  ', 'web_url'"
190,190," 'ed', 'web_url'"
191,191," ""The British Government is virtually certain to refuse the mass admission of 100,000 of Europe's displaced Jews into Palestine unless the U.S. agrees to share the military responsibilities involved. Prime Minister Clement Attlee's Cabinet is not prepared"", 'web_url'"
192,192," '  As the anchor signed off, the music came up and credits flashed on the closed-circuit screen, wild applause erupted in the packed performance hall of the Hakawati Theater in East Jerusalem.    The first television news program written and produced by Palestinians here was broadcast today without a hitch, and the audience was euphoric.', 'web_url'"
193,193," 'Amman Official Gazette does not rept Abdullah move; Mufti fails to provoke Arab League criticism', 'web_url'"
194,194," 'Canada gives $7 1/4 million for relief; Sec Gen Lie illus accepting', 'web_url'"
195,195," 'Hurewitz, J C"
196,196," 'NY chap hears Rev Dr C H Voss', 'web_url'"
197,197," 'Cartoon on criticism directed at Brit Govt for management of Empire problems', 'web_url'"
198,198," 'Maj Gen Riley sees progress toward peace, Xmas message', 'web_url'"
199,199," 'Jordan ends post of Gov Gen and others created during occupation', 'web_url'"
200,200," 'Egyptian mil ct, Gaza, jails Arab Communist for life for collaboration with Israeli Communists', 'web_url'"
201,201," 'Charges GB is propagandizing against Palestine Jews', 'web_url'"
202,202," ""Women's League for Palestine bldg project plans"", 'web_url'"
203,203," 'J W Barco named US acting deputy', 'web_url'"
204,204," 'McCormick on Israeli and Brit stand; Pres Truman repts US policy unchanged from that outlined by Dr Jessup on Nov 20; denies rift with GB; conf with Franks reptdly on US-Brit pressure on Israel to make peace; Jessup statement revd', 'web_url'"
205,205," 'reasons for US hesitancy in stating policy analyzed; Marshall reptdly assures Arabs that US keeps open mind; USSR attitude revd', 'web_url'"
206,206," '706 Jewish survivors of Ger concentration camps arrive, Haifa', 'web_url'"
207,207," '', 'web_url'"
208,208," 'Japanese on Nov 30, pressured by Arab oil export embargoes, announces increase in aid to UN for aiding Palestinian refugees; to give $5-million; Netherlands announces aid increase; US, in addition to making pledge, says addition funds will be asked of Cong for educ program', 'web_url'"
209,209," 'confessors claim they acted under Stern Group orders; Jews fearful of consequences', 'web_url'"
210,210," 'Rabbinical Council of Amer proclaims Repentance Day', 'web_url'"
211,211," 'The problem of Palestine must have priority over the Baghdad Pact in United States policy if peace is to be preserved, it was asserted here yesterday by Elmo H. Hutchison, former chairman of the Israeli-Jordanian Mixed Armistice Commission. He now is a director of American Friends of the Middle East.', 'web_url'"
212,212," 'Lauds Dem platform on Palestine', 'web_url'"
213,213," 'Rev Dr Boynton named natl chmn', 'web_url'"
214,214," 'Natl Lawyers Guild urges US to promote independent Arab state', 'web_url'"
215,215, 'To the Music Editor
216,216," '5 dirs elected', 'web_url'"
217,217," '', 'web_url'"
218,218," 'Royal Engineers unit enlistment asked', 'web_url'"
219,219," 'refugees and others int in Kalandia, Jordan, area fail to back charge that Israel expels thousands', 'web_url'"
220,220," ""Aminadov Glanz, a dealer in butterflies and insects who was a consultant to museums, universities and collectors for more than 50 years, died of a stroke yesterday at St. John's Episcopal Hospital in Far Rockaway, Queens. He was 77 years old and lived in Woodmere, L.I.  "", 'web_url'"
221,221," 'MacMichael, Harold (Sir)', 'web_url'"
222,222," 'Arab delegates to London conf meet; reject proposed Brit compromise plan; Zionist leaders state disappointment with program after studying proposals; plan outlined; sets no borders for semi-autonomous states; calls for 100,000 Jews admission every 2 yrs; US Govt kept informed on negotiations', 'web_url'"
223,223," 'int, Jerusalem', 'web_url'"
224,224," 'Jewish authorities plan agr settlement named for Roosevelt', 'web_url'"
225,225, 'Palestine
226,226," 'Porter attends 1st session, Lausanne', 'web_url'"
227,227," 'Brit troops not on duty ordered to stay in barracks because of terrorist killing of 4 Brit soldiers in retaliation for A Rubowitz disappearance; gasoline levy raised to pay for terrorist damage to oil installations; UN inquiry com meets Irgun heads', 'web_url'"
228,228," 'More than 190 pol prisoners released under V-E Day amnesty', 'web_url'"
229,229," '', 'web_url'"
230,230," '', 'web_url'"
231,231," 'Palestine concerts revd', 'web_url'"
232,232," 'Jr Hadassah repts on funds raised for Palestine projects, yr ending June', 'web_url'"
233,233," 'Gets A Bloomenson gift', 'web_url'"
234,234," '', 'web_url'"
235,235," 'Sentenced for firearms possession', 'web_url'"
236,236," 'WASHINGTON, Jan. 8 -- Officials were hopeful today that a general acceptance of the United Nations order for a cessation of hostilities in Palestine would prevent any grave turn in that situation as a result of the shooting down of British fighter planes over Rafah, in the border area of Palestine and Egypt.  ', 'web_url'"
237,237," ""LONDON, Feb. 26.--A summary of the Britash Government's suggestions for solution of the constitutional phase of the Palestine problem was presented to the Jewish and the Arab delegates to the Palestine conference over the weekend.  "", 'web_url'"
238,238," '', 'web_url'"
239,239," 'Hadassah to establish youth forest in Palestine', 'web_url'"
240,240," 'gives Truman opinion that approval of Palestine partition plan would violate US Const', 'web_url'"
241,241," 'With 541 Jewish emigrants leaves Constanta for Palestine', 'web_url'"
242,242," 'session', 'web_url'"
243,243," 'UN Press Relations Dir G A Barnes leaves NYC for Paris to join UN Palestine mission', 'web_url'"
244,244," '1st post-war Italy-Palestine service starts', 'web_url'"
245,245," 'Palestine activities', 'web_url'"
246,246," ""Pioneer Women's Organization sends sum to Working Women's Council"", 'web_url'"
247,247," 'Denies link with Anglo-Palestine Aviation Soc and G Washington Legion', 'web_url'"
248,248," 'Brit fail to clarify Jewish immigration policy as White Paper deadline passes', 'web_url'"
249,249," 'Ints Brit Vice Consul in protest against Palestine policy', 'web_url'"
250,250," 'Por', 'web_url'"
251,251," 'he approves Brit ban on Jewish immigrants', 'web_url'"
252,252," 'Arabs, at Jerusalem conf, create orgn for Palestine liberation; A Shukairy comments; sends wire to UN Sec Gen Thant informing him', 'web_url'"
253,253," 'Alpha Omega, US, sets fund drive to set up dental school, Hebrew Univ in Jerusalem', 'web_url'"
254,254," 'Magistrate Rothenberg repts dirs bd changed to give communities greater role', 'web_url'"
255,255," 'E Radinsky apptd exec dir', 'web_url'"
256,256," 'Arrives, Wash, to open campaign against Brit plan to bar Jewish immigration into Palestine', 'web_url'"
257,257," 'Annual Palestine Day; fund drive', 'web_url'"
258,258," 'Tales of Hoffmann, by Offenbach (Tel-Aviv, Palestine)', 'web_url'"
259,259," '', 'web_url'"
260,260," 'Returns from Palestine', 'web_url'"
261,261," ""Min Husseini asks Arab Govts to send armies to suppress 'Zionist armed bands'"", 'web_url'"
262,262," ""NY Council raises fund for Palestine Labor Fed women's council projects"", 'web_url'"
263,263," 'his statement reaffirming his belief that Palestine should remain Arab country read at Arab League luncheon; por', 'web_url'"
264,264," 'Amer Blood Bank for Palestine drive opens', 'web_url'"
265,265," 'Bunche doubts war resumption', 'web_url'"
266,266," 'Turkey names H C Yalcin repr', 'web_url'"
267,267, 'JERUSALEM
268,268," 'Pol Com sessions', 'web_url'"
269,269," 'Aharon Appelfeld’s novel “The Man Who Never Stopped Sleeping” follows a Holocaust survivor from Europe to Palestine.', 'web_url'"
270,270," 'Commons sets debate', 'web_url'"
271,271," 'bazaar, NYC, to aid refugee children', 'web_url'"
272,272," '88 new Jewish businesses opened since Nov', 'web_url'"
273,273," 'Panama bars ships and planes from bringing men of mil age and arms', 'web_url'"
274,274," ""Burns warns UN Security Council recent Israel-Jordan incidents can erupt into war, rept on Israeli Sept 2 raid; scores Israeli 'reprisal' raids"", 'web_url'"
275,275," 'Increase in Communist activity in Lebanon since former Min Jumblatt lifted ban on party last yr noted; lifting of ban also led to legalization of other groups such as Baath Socialist party and branches of Arab Nationalist Movement created by Popular Front for Liberation of Palestine leader Dr Habash', 'web_url'"
276,276," 'Assembly spokesman says force will be sent soon', 'web_url'"
277,277," 'Jewish Agency expands reception facilities; opens camp near Hadera', 'web_url'"
278,278," 'LAKE SUCCESS, N. Y., July 13 -- Following is the text of a resolution submitted by the United States today to the United Nations Security Council"
279,279," 'UN Conciliation Comm chmn C de Boissanger and sec P de Azcarate return to Geneva from conf tour', 'web_url'"
280,280," ""Dr V Weizmann, wife of C Weizmann, says Youth Aliyah will bring 25,000 children to Palestine in '48"", 'web_url'"
281,281," 'About 500 alleged Nasserite, Baathist and Communist Arab refugee leaders reptd held', 'web_url'"
282,282," 'Yossi Harel, who renamed the rickety ship he commanded Exodus 1947 and sailed it to legend as a symbol of the righteousness of the mission by Jews to settle Palestine in the face of British opposition, died Saturday at his home in Tel Aviv. He was 90.', 'web_url'"
283,283," 'Natl Young Israel Council urges US Cong action', 'web_url'"
284,284," '2 Syrian troop divs hold maneuvers near Palestine border', 'web_url'"
285,285," '', 'web_url'"
286,286," 'US Amb Griffis names J E Devine to direct US aid', 'web_url'"
287,287," 'Houck, (Rev Dr) John Walter', 'web_url'"
288,288," 'Pres Truman asks US Cong to appropriate $16 million', 'web_url'"
289,289," 'K Bercovici charges Israelis spread repts of planned Irgun revolt to prepare for attack on pol opponents of Israeli Govt', 'web_url'"
290,290," 'Prof M Bailey to survey plight on Amer Friends Service Com behalf', 'web_url'"
291,291," 'Hurt in car accident, Jerusalem', 'web_url'"
292,292," 'NEW YORK — The Special Political Committee of the United Nations approved a three-year program for Palestine refugees yesterday [Jan. 22] just after Israel staged a one-day walkout from the UN in protest of the execution of two Jews in Iraq. The Pal', 'web_url'"
293,293," 'conf of Jewish displaced persons opens, Rome, Italy', 'web_url'"
294,294," 'Pres cables fund to Jerusalem hdqrs', 'web_url'"
295,295," 'UN Conciliation Comm decides to continue efforts for accord', 'web_url'"
296,296," 'el Husseini statement excerpts', 'web_url'"
297,297," ""cost of planting fruit tree memorial grove to be paid by B'Nai Jeshurun Congregation Sisterhood, NYC"", 'web_url'"
298,298," 'Announces music competition for Palestine musicians', 'web_url'"
299,299," '', 'web_url'"
300,300," 'Riley agrees to remain temporarily as UN truce team head', 'web_url'"
301,301," 'On Keren Hayishuv fund drive goal', 'web_url'"
302,302," 'to meet with Palestine Arab Higher Com', 'web_url'"
303,303, ' JERUSALEM
304,304," '', 'web_url'"
305,305," 'Pres repts fund sent to Palestine for land tracts acquisition and development', 'web_url'"
306,306," '', 'web_url'"
307,307," 'Censorship imposed', 'web_url'"
308,308," ""Profs G Gottlieb, L Boiling, R Fisher and G Frampton (US) propose settlement including formation of 'Commonwealth of Palestine' consisting of Israel and Arab state as its 2 ind and sovereign components; propose that commonwealth would include all of present-day Israel and Jordan plus Israeli-occupied west bank; hold commonwealth would be juridically sovereign state with UN membership and capital in Jerusalem but with little or no other power; say that Jews would be citizens of Israel and 'subjects' of commonwealth while Arabs would be citizens of Arab state and 'subjects of commonwealth;' Gottlieb says some interest by involved officials has been shown in idea; contends that problems of Arab refugees and Jerusalem would be more easily solvable"", 'web_url'"
309,309," 'lr', 'web_url'"
310,310," 'Service to Palestine temporarily suspended', 'web_url'"
311,311," 'Moscow press reaction to alleged US-Brit split', 'web_url'"
312,312," 'Blackout partly lifted in Haifa, Galilee and Samaria', 'web_url'"
313,313," 'Rev Dr W C Fairfield and Rev C W Ranson rept mission property destroyed in strife, Palestine', 'web_url'"
314,314," 'Annual conf', 'web_url'"
315,315," 'Outbreak among Brit soldiers and Palestine police, Haifa, reptd', 'web_url'"
316,316," 'USSR view of democracy discussed; illus', 'web_url'"
317,317," 'Por', 'web_url'"
318,318," 'Hadassah plans memorial in Palestine', 'web_url'"
319,319," ""  Secretary of State Alexander M. Haig Jr. said today that he had obtained President Hosni Mubarak's agreement for an intensified effort in coming months to achieve a breakthrough in the negotiations with Israel on Palestinian self-rule in the West Bank and the Gaza Strip.   In a 90-minute meeting at Mr. Mubarak's office in Oruba Palace, Mr. Haig was reported to have said that the United States believed Egypt and Israel had spent enough time over the last 20 months inconclusively discussing the issues and that he was ready to give his attention to helping them accelerate their efforts for an agreement.   Kamal Hassan Ali, Egypt's Foreign Minister, told reporters later, ''Our view is that we welcome the participation of Secretary Haig in the process because we feel that it will push forward the negotiations for the autonomy.'' Haig to Meet With Begin   Mr. Haig flies to Israel on Thursday to confer with Prime Minister Menachem Begin and Foreign Minister Yitzhak Shamir on their reaction to his plans for pushing the negotiations forward. Assuming that the Israelis agree, Mr. Haig must then decide whether to devote a considerable part of his time in the near future to Middle East negotiations or whether he will appoint a special negotiator to do most of the work, with Mr. Haig giving instructions from Washington."", 'web_url'"
320,320," 'Amer Jewish Labor Council gives sum for children of mobilized parents', 'web_url'"
321,321," 'US trade increase seen by E Silberstein; exch rates, prices and relations with GB and Scandinavia linked', 'web_url'"
322,322, 'GENEVA
323,323," 'Scores Palestine terrorists; urges constructive policies', 'web_url'"
324,324," 'interfaith com plans memorial near Jerusalem', 'web_url'"
325,325," 'NYC protest rally planned', 'web_url'"
326,326," ""Pres Truman asserts determination to reach just solution of Palestine problem, message to B'rith Abraham Order"", 'web_url'"
327,327," 'Luncheon plans', 'web_url'"
328,328," 'US Repr Isacson asks visa to tour Palestine', 'web_url'"
329,329," 'H Wallace arrives', 'web_url'"
330,330," 'Daughter killed in Negeb', 'web_url'"
331,331," 'terrorist outbreaks, Jerusalem and Haifa, follow High Ct rejection of plea against deporting SS Haim Arlosoroff immigrants; Jewish Agency bldg, Jerusalem, searched; 4 men seized for attempting movie theatre hold-up, Jerusalem; robbery attempt linked to terrorists', 'web_url'"
332,332," '', 'web_url'"
333,333," '', 'web_url'"
334,334," ""concertmaster H Haftel arrives, NYC, to engage Amer soloists and conductors for '48-49 season"", 'web_url'"
335,335," '', 'web_url'"
336,336," 'Hadassah to send blood bank unit to Palestine', 'web_url'"
337,337," 'Rev R H Read apptd exec dir', 'web_url'"
338,338," 'To give ambulance to Amer Red Mogen Dovid', 'web_url'"
339,339," 'other incidents', 'web_url'"
340,340," 'PLO delegation to UN seems irritated by remarks made by Egyptian Pres Sadat on Oct 29 that PLO is taking sides in Lebanese strife (S)', 'web_url'"
341,341," 'US proposes UN continue aid; Arabs offer resolution injecting issue of refugees property rights in Israel', 'web_url'"
342,342," 'map of affected area', 'web_url'"
343,343," ""WASHINGTON, April 11 -- President Truman said today that he was firmly convinced of the need for a speedy peace between Israel and her Arab neighbors, and he pladged this country's assistance to attain that objective.  "", 'web_url'"
344,344," 'ed', 'web_url'"
345,345," 'Newly elected Palestinian nationalists take over local councils on West Bank (S)', 'web_url'"
346,346," 'Benefit plans', 'web_url'"
347,347," 'Harvard Univ professor of Semitic languages Frank M Cross, after 15 years of reconstructing and deciphering fragments of worm‐eaten papyrus rolls found in cave near Jericho, identifies what he calls oldest legal documents known to have originated in ancient Palestine; documents described; Cross comments, illus (M)', 'web_url'"
348,348," 'H Morgenthau Jr elected chmn; H Montor vp', 'web_url'"
349,349," 'Opposes Palestine partition; suggests Dr Magnes as head of Arab-Jewish State', 'web_url'"
350,350," 'Dedicates 6 ambulances for Red Mogen Dovid in Palestine; illus', 'web_url'"
351,351," 'Hilldring silent on views; recent s backing partition cited', 'web_url'"
352,352," 'theatre performance plans', 'web_url'"
353,353," '300 non-Jewish Gers belonging to religious orders seek haven in Cyprus', 'web_url'"
354,354," 'clash reptd', 'web_url'"
355,355," 'Official denies incoming mail ban', 'web_url'"
356,356," 'Rabbi M Berlin urges stress on Judaism in building Palestine; calls for financial aid from US Jews', 'web_url'"
357,357," 'Emergency Conf to save the UN by Supporting the Palestine Resolution, sponsored by the Amer Assn for the UN, opposes referring issues to Assembly; asks Marshall for int', 'web_url'"
358,358," 'in London; conf with Brit officials, Arab leaders and Zionists; meets Prime Min Attlee; favors recognition of Palestine as Jewish homeland under UN protection; disclaims knowledge of ads appearing in NY newspapers under Pol Action Com auspices; com founder Dr B Korff comments', 'web_url'"
359,359," 'Amer Jewish Conf hails Brit statement', 'web_url'"
360,360," 'Lrs on situation', 'web_url'"
361,361," 'Govt bans transit of goods to or from Palestine', 'web_url'"
362,362," 'questions and answers summarizing Palestine issue as it will come before Assembly', 'web_url'"
363,363," 'Prof L A Mayer elected rector to succeed Prof L Roth', 'web_url'"
364,364," 'Arab leader F el Kawukji predicts large-scale fighting', 'web_url'"
365,365," 'IT is a brave man who writes about Palestine these days without taking sides between Jew and Arab. This means that the lambasting comes from every direction. Richard Crossman (in England, where he is Labor M.P. for Coventry, he is known as ""Dick"" to his friends and R.H.S. Crossman to everybody else) is not going to be thanked for this book by Jew or Arab, Zionist or anti-Zionist, American or Briton.  ', 'web_url'"
366,366," 'Norway drafts proposal urging direct Arab-Israeli talks; Western powers reptdly back plan', 'web_url'"
367,367," 'In his scheme, his country may suffer but he survives.', 'web_url'"
368,368," 'On Palestine Symphony Orch activities', 'web_url'"
369,369," ""US gives $10 million to UN agency for '52 aid program"", 'web_url'"
370,370," 'ed', 'web_url'"
371,371," 'lr on Jan 6 lr on internatl police force', 'web_url'"
372,372," 'Postal adm rules on imports entering by mail or parcel post without license', 'web_url'"
373,373," ""Pioneer Women's Organization cables fund for child refugees from Iran"", 'web_url'"
374,374," 'Urges end of US arms embargo on Palestine', 'web_url'"
375,375," ""Repts on aid to Working Women's Council"", 'web_url'"
376,376," 'WASHINGTON, May 24&#8212;Crown Prince Fand of Saudi Arabia praised President Carter today for supporting the idea of a Palestinian homeland and said he was optimistic that the United States would use its &#8220;tremendous&#8221; moral and material power to bring about a Middle East settlement that includes a solution of the Palestinian question.', 'web_url'"
377,377, 'Passover
378,378," '', 'web_url'"
379,379," 'Maimonides Foundation to donate pathology museum', 'web_url'"
380,380," 'boarded by Brit', 'web_url'"
381,381," 'GENEVA, Switzerland, Aug. 22 -- The complete partition of Palestine has been provisionally rejected by a majority of the members of the United Nations Special Committee of Inquiry on Palestine, it was learned from a source close to the committee today.  ', 'web_url'"
382,382," 'Lehman urges lifting of immigration curbs', 'web_url'"
383,383," 'UNITED NATIONS, N.Y., Feb. 15&#8212;The United Nations was urged today not to hire citizens of the United States or West European countries for a controversial new $435,000 information unit set up to publicize Palestinian Arab rights.', 'web_url'"
384,384," '  Olof Rydbeck, head of the United Nations Relief and Works Agency for Palestine Refugees, said today at a news conference that the agency would have to shut schools for 339,000 children under its care unless it received $20 million within six weeks.   He said a deficit of $63.7 million was projected this year out of a budget of $250.3 million.  Mr. Rydbeck said present funds were sufficient to run the schools for Palestinian refugees only until the end of May in Syria, Jordan, the West Bank and Gaza, and until the end of June in Lebanon.', 'web_url'"
385,385," 'Brit Palestine Govt and Palestine Arabs to serve as tech advisers to their delegations during UN session', 'web_url'"
386,386," 'Unemployed reptd at 10,000', 'web_url'"
387,387," 'US drs to aid memorial hosp construction fund drive', 'web_url'"
388,388," 'Israeli and Arab claims debated, NY Times radio forum', 'web_url'"
389,389," '', 'web_url'"
390,390," '', 'web_url'"
391,391," 'Judge S S Liebowitz suggests Brit goods boycott to enforce US demands for opening Palestine to Jews', 'web_url'"
392,392, 'Last Night We Attacked
393,393," 'Security Council adopts armistice proposal, 8-1; USSR and Ukraine abstain; Council orders neutral zones and cuts in troops and arms; leaves Bunche mediation optional; Arab reprs object; reject Bernadotte plan, pol com', 'web_url'"
394,394," 'Italy to send 5,283 gals to aid Palestine war refugees', 'web_url'"
395,395," 'ed', 'web_url'"
396,396," '', 'web_url'"
397,397," '', 'web_url'"
398,398," 'Dr N S Blom named Netherlands repr to inquiry com', 'web_url'"
399,399," '', 'web_url'"
0,0," 'upholds Sir A Cunningham', 'web_url'"
1,1," '', 'web_url'"
2,2," 'Brit subjects entry into country curbed', 'web_url'"
3,3," 'conf', 'web_url'"
4,4," 'Dr I Goldstein on fund drive plans', 'web_url'"
5,5," 'Named chief of staff of UN Truce Supervision Orgn in Palestine; por', 'web_url'"
6,6," 'Hadassah gift to help educate and maintain Polish, Hungarian and Jewish refugee children', 'web_url'"
7,7," 'Brit to admit 500 orphaned children held on Cyprus', 'web_url'"
8,8," 'Condemns execution of 4 Irgun terrorists; urges Palestine independence', 'web_url'"
9,9," 'Can the two sides hear each other at last and forsake war for peace?', 'web_url'"
10,10," 'US Communist Daily Worker urges independent democratic Palestine as joint Arab-Jewish state', 'web_url'"
11,11," 'to be delegation adviser on Palestine', 'web_url'"
12,12," 'NYC Council resolution calls on Truman to instruct US delegates to back UN com majority rept', 'web_url'"
13,13," 'Musical activities discussed', 'web_url'"
14,14," 'LAKE SUCCESS, N.Y., Jan. 9 -- Following is the text of the statement made today by Trygve Lie, Secretary General of the United Nations, at the opening meeting of the Palestine Commission"
15,15," 'M Tabet named by Palestine Arab Higher Com to attempt merger of 2 Palestine Arab armies and assume command', 'web_url'"
16,16," 'Parcels under $4.05 value exempt from import license', 'web_url'"
17,17," 'J Simon, Jaffa', 'web_url'"
18,18," 'Benefit concert plans, NYC', 'web_url'"
19,19," '', 'web_url'"
20,20," 'Sec Marshall assures group of US Dem Cong members that traditional US policy on Palestine is unchanged', 'web_url'"
21,21," 'truce comm sponsors Arab feast of reconciliation, 1st held across truce borders, following incident between residents of Bet Safafa', 'web_url'"
22,22," 'police disperse 15 young men seeking passports, NYC', 'web_url'"
23,23," '', 'web_url'"
24,24," ""Fahd praises Carter for supporting idea of Palestinian homeland and says he is optimistic that US will press for settlement that includes solution of Palestinian question, remarks at White House; White House spokesman Jody Powell says Carter and Fahd discussed process of creating homeland with ‘recognized boundaries’; says 2 leaders decided it was too early to draw any meaningful conclusions from Israeli elections; says they did not discuss possible oil embargo, and Fahd did not specifically ask Carter to put pressure on Israel; Carter says he told Fahd of Amer's ‘deep commitment’ to security and ‘peaceful existence’ of Israel; says US is committed to just and permanent peace in Middle East; illus of Carter with Fahd (M)"", 'web_url'"
25,25," 'ed', 'web_url'"
26,26," 'informed Arab sources rept he will not attend conf', 'web_url'"
27,27," ""Pres Ford says on Nov 14 that question of negotiations between Israel and Palestine Liberation Orgn is responsibility of the parties involved,' news conf, Phoenix, Ariz; says 'our plans are aimed at trying to get Israel to negotiate a settlement, or an additional settlement, with Egypt and the other Arab nations' (S)"", 'web_url'"
28,28," 'dinner', 'web_url'"
29,29," '10,000 cases of Palestine wine arrive, U S', 'web_url'"
30,30," '10,000 cases of Palestine wine arrive, U S', 'web_url'"
31,31," 'NY Chap urges end of Palestine violence', 'web_url'"
32,32," 'Prof Halkin (US) to Hebrew Univ in Jerusalem', 'web_url'"
33,33," ""Israeli Cabinet expresses ‘grave criticism’ of State Dept policy paper on Palestinian issue that was presented to HR com last wk; Cabinet members, supplied with transcripts of paper, which was prepared by Deputy Asst Sec Harold H Saunders, say they found ‘numberous inaccuracies and distortions’ in it; Israeli officials say 1 objection was that Saunders indicated that PLO was major element to be dealt with on Palestinian problem; say this would contradict US policy, which has been that issue must be settled in negotiations between Israel and Jordan; cite statement by Saunders, made in reference to over-all grouping of Palestinian nationalist orgns, that ‘its objective is described as a binational secular state, but there are some indications that coexistence between separate Palestinian and Israeli states might be considered’; say PLO has never spoken of ‘binational’ state but only of secular state to replace Israel; say it is news to them that PLO ever indicated that there could be ‘coexistence’; Sec Kissinger reptdly conveyed assurances, through Israeli Amb Simcha Dinitz, that paper did not signal change in US policy; Israeli Premier Yitzhak Rabin says he will convey Cabinet's feelings to Ford Adm (M)"", 'web_url'"
34,34," '500 Jewish orphans leave Cyprus for Palestine with special entry ctfs', 'web_url'"
35,35," 'Arab refugees get 1,000 tons of food from ICEF to date', 'web_url'"
36,36," 'To relinquish Palestine command; will head Army Eastern Command, Eng', 'web_url'"
37,37," 'ed on terrorism', 'web_url'"
38,38," 'urges US to recognize Jewish State', 'web_url'"
39,39," 'Low demand, Palestine, and drop in Middle East demand noted; Indian purchases stopped by boycott on S African goods; use by war refugees as means of transferring capital noted', 'web_url'"
40,40," 'Night of Stars benefit plans', 'web_url'"
41,41," 'Private auto licenses to be canceled', 'web_url'"
42,42," 'Dr I Goldstein elected United Palestine Appeal natl chmn', 'web_url'"
43,43," 'Min H McNeil says Brit plan counter-measures to Zionist immigration plans, Commons', 'web_url'"
44,44," 'by Ben Bella (Algeria) and Nasser (UAR)', 'web_url'"
45,45, 'PARIS — [The Herald says in an Editorial
